feature_name,importance,feature_type
fp_2009,0.0010174985745811463,fp
fp_718,0.0009491141989410722,fp
fp_1107,0.000920984358727167,fp
fp_656,0.0008534330257347288,fp
fp_1050,0.0008465915995168794,fp
fp_1539,0.0008149997499266559,fp
fp_34,0.0008041455679934589,fp
fp_1422,0.0007786941929141104,fp
fp_1862,0.0007720446069347841,fp
fp_310,0.0007160166256939153,fp
fp_322,0.0006242546529432906,fp
fp_1453,0.0005957890985421099,fp
fp_1405,0.0005587369102726113,fp
fp_94,0.0005279189535643762,fp
fp_1524,0.00047800036163920645,fp
fp_710,0.0004496021223766882,fp
fp_227,0.00024092430188153659,fp
fp_1640,0.00022504526228715033,fp
fp_118,0.00021307581060279524,fp
fp_1670,0.00018022370624289934,fp
fp_90,0.00016763499106926217,fp
fp_1602,9.676673474893051e-05,fp
fp_111,8.668588454087398e-05,fp
fp_1410,5.9006545259873945e-05,fp
fp_1296,4.8660048161444266e-05,fp
fp_1945,8.914385095301398e-07,fp
fp_1084,0.0,fp
