feature_name,importance,feature_type
fp_1060,0.058563674537550375,fp
HeavyAtomCount,0.05387154064980745,descriptor
fp_1535,0.042411242384713,fp
LabuteASA,0.04110006957573043,descriptor
MolWt,0.03533581262020368,descriptor
VSA_EState2,0.03526098872308853,descriptor
fp_1413,0.031003154248971973,fp
NumValenceElectrons,0.02976107323041421,descriptor
SlogP_VSA2,0.027129191644295444,descriptor
FractionCSP3,0.023845526540289784,descriptor
fp_1162,0.020940302188507297,fp
fp_1928,0.020888831997603427,fp
NumHAcceptors,0.019530310862238377,descriptor
NumAliphaticRings,0.019318906672019708,descriptor
MolLogP,0.01767800470453197,descriptor
fp_1452,0.016260713011039887,fp
VSA_EState1,0.015993934318171657,descriptor
RingCount,0.015696967091279643,descriptor
fp_926,0.01557951634007345,fp
fp_1028,0.015503415913865734,fp
fp_1480,0.01465756706859145,fp
TPSA,0.014301145484208083,descriptor
NumAromaticRings,0.014268992668675746,descriptor
fp_407,0.012792078139016831,fp
fp_699,0.011828127259055425,fp
fp_1765,0.011376907472573462,fp
SlogP_VSA1,0.010866805385391533,descriptor
SMR_VSA1,0.009699713264395497,descriptor
fp_1199,0.00952666975335603,fp
NumRotatableBonds,0.008697562203974442,descriptor
EState_VSA1,0.008468122416497697,descriptor
fp_1575,0.0077734375931716015,fp
NumHDonors,0.007447095828108264,descriptor
fp_1171,0.007359303179719616,fp
fp_314,0.007141781665340939,fp
fp_352,0.007031692443656091,fp
fp_932,0.0070251334992534045,fp
fp_984,0.006923221858570213,fp
fp_1540,0.0067249803294966385,fp
fp_1661,0.006593508824262635,fp
fp_1754,0.0063835518178148995,fp
fp_283,0.0063189125572160375,fp
fp_389,0.0059630650791134545,fp
fp_1265,0.005435575540541154,fp
fp_1357,0.005431782518345597,fp
fp_216,0.005332549772246857,fp
fp_1160,0.005165401552330514,fp
fp_448,0.004903474507740475,fp
fp_1683,0.004664841627700118,fp
fp_784,0.0046504287087346,fp
fp_1708,0.004647916509784633,fp
fp_1152,0.004571295452363874,fp
fp_1917,0.004512578733902839,fp
fp_1589,0.004461767170956682,fp
fp_635,0.00445480205477012,fp
fp_1791,0.004234964053331318,fp
fp_1722,0.004207172766605412,fp
fp_650,0.004045493490511145,fp
fp_807,0.003983322602872261,fp
fp_1573,0.0037868764330342246,fp
fp_935,0.003777159529651309,fp
fp_1066,0.0037663880367131224,fp
fp_1840,0.0037592476796575553,fp
fp_323,0.003669722774717732,fp
fp_1097,0.003621169158522064,fp
fp_1043,0.0036177387754934374,fp
fp_1168,0.0034943739824294345,fp
fp_747,0.0032949300490293936,fp
fp_1771,0.0032793987468279257,fp
fp_806,0.0031260587222080903,fp
fp_1019,0.0030296296011918956,fp
fp_875,0.0029049752644867426,fp
fp_1634,0.0028524504159506037,fp
fp_1905,0.002826581677231539,fp
fp_1810,0.0027328875851697428,fp
fp_1866,0.0027148541645740454,fp
fp_591,0.0026466591416887753,fp
fp_1088,0.002624311389484118,fp
fp_1232,0.0025742902882178054,fp
fp_80,0.0025474875468875545,fp
fp_1,0.002529031760364487,fp
fp_1649,0.002514363086565489,fp
fp_378,0.0024993278113696975,fp
fp_724,0.0024669875776673848,fp
fp_1032,0.0024528386010987473,fp
fp_1054,0.002442135233272633,fp
fp_305,0.0024178603282692087,fp
fp_1157,0.0024016913077452217,fp
fp_1114,0.0023673307163061268,fp
fp_392,0.0022847345707091675,fp
fp_1325,0.002272828176535535,fp
fp_446,0.0022498948392520174,fp
fp_13,0.0020695851394663127,fp
fp_1164,0.002062274316434869,fp
fp_1145,0.0020512639989977858,fp
fp_674,0.002034832214954211,fp
fp_1039,0.0019739736302035486,fp
fp_680,0.0019678652900229606,fp
fp_1648,0.0018950901093035574,fp
SMR_VSA2,0.0018909251269881588,descriptor
fp_1646,0.0018594958176539023,fp
fp_1855,0.0017825584120878008,fp
fp_194,0.0017444145001277852,fp
fp_1970,0.0016082166878902862,fp
fp_708,0.0015787407529868874,fp
fp_1737,0.0015526079675486399,fp
fp_361,0.0015386717153934005,fp
fp_1476,0.0014965641849596823,fp
fp_1530,0.0014893002281701076,fp
fp_695,0.0014706515884109115,fp
fp_1487,0.0013909066013302895,fp
fp_739,0.0013791070935550735,fp
fp_247,0.0013786007286697142,fp
fp_29,0.0013715332701277742,fp
fp_255,0.0013595511176828768,fp
fp_841,0.0013306460224594972,fp
fp_1747,0.0013065379489985269,fp
fp_1057,0.0012610907298107848,fp
fp_1832,0.0012303233605641497,fp
fp_114,0.001208833896622401,fp
fp_933,0.0011890193581475703,fp
fp_1409,0.0011465560378404141,fp
fp_1750,0.0011414742068994357,fp
fp_667,0.001051394944751285,fp
fp_1998,0.001046643394829032,fp
fp_1236,0.0010218752015874381,fp
