feature_name,importance,feature_type
fp_392,0.0032578810831001503,fp
fp_323,0.0032233500184423165,fp
fp_806,0.0031976854133481327,fp
fp_13,0.003151946691619597,fp
fp_1088,0.0029996126092165826,fp
fp_1232,0.0029874993025249584,fp
NumRotatableBonds,0.0029691448881004803,descriptor
fp_635,0.0029633888238429925,fp
fp_1683,0.002939149651661899,fp
fp_1409,0.0028390422498410974,fp
NumHDonors,0.0027957515641844283,descriptor
fp_1499,0.002727157231165329,fp
fp_361,0.0027144431173655153,fp
fp_255,0.002576706044937232,fp
MolWt,0.002528341017830546,descriptor
fp_1589,0.0024960675399270564,fp
fp_1097,0.002487298097484365,fp
fp_448,0.0024569131784072887,fp
fp_591,0.002441078251806912,fp
fp_1646,0.0023725335113147627,fp
fp_1114,0.002224754267387113,fp
fp_694,0.002141225130354862,fp
fp_216,0.002103382069566607,fp
fp_1634,0.002048282163210397,fp
fp_1747,0.0019263918295033553,fp
fp_875,0.0018568446982396491,fp
fp_1737,0.0018008400473317496,fp
fp_1476,0.0017896023540455057,fp
fp_1862,0.0017868411518880867,fp
fp_29,0.0017622679565199462,fp
fp_1043,0.0017494406721597355,fp
fp_724,0.0017447721622742178,fp
fp_1750,0.0017072150336829937,fp
MolLogP,0.0016670125011510734,descriptor
fp_1649,0.0016169038731047478,fp
fp_310,0.0016105014901641715,fp
fp_247,0.0015762426214530189,fp
fp_1539,0.001562819054776464,fp
fp_1626,0.0014468181604648017,fp
fp_2009,0.0013798272946332693,fp
fp_1748,0.0013339012419691224,fp
fp_1032,0.0012967362133271788,fp
fp_656,0.0012179739341675825,fp
fp_1106,0.0011450078554966425,fp
fp_747,0.0011247297818982587,fp
fp_1107,0.0011222861371968644,fp
fp_708,0.0011130482106668483,fp
SMR_VSA1,0.0010774505757178588,descriptor
fp_1855,0.001075903741290161,fp
fp_1164,0.0009700473237696249,fp
fp_114,0.0009423481599924756,fp
VSA_EState1,0.0009337967635623484,descriptor
fp_695,0.0009200572969613846,fp
fp_841,0.000912995204336436,fp
fp_710,0.0008927747025527126,fp
fp_1057,0.0008581115244207615,fp
fp_718,0.000800457669713393,fp
fp_1970,0.0007613317043585016,fp
fp_1998,0.0006875848902110873,fp
fp_933,0.00067226784650289,fp
EState_VSA1,0.0006615882279213247,descriptor
fp_1422,0.0006514098808582256,fp
fp_1236,0.0006059714112777449,fp
fp_1296,0.0004240125647992522,fp
fp_34,0.00039567379937821735,fp
fp_1640,0.0003732429129620079,fp
fp_1050,0.0003007920998325388,fp
fp_118,0.00021328792943832252,fp
fp_1524,0.0001941801653293154,fp
fp_45,0.00016167901344742725,fp
fp_1405,8.164996337184167e-05,fp
fp_1758,4.152682476921141e-05,fp
fp_322,1.8682347669155182e-05,fp
fp_90,8.920971713178747e-06,fp
fp_1212,7.768691022329704e-06,fp
fp_1487,2.624904820705185e-06,fp
fp_227,9.76926950659285e-07,fp
fp_1410,1.7590795017222474e-07,fp
fp_1945,7.617390358843846e-08,fp
fp_1670,0.0,fp
fp_1602,0.0,fp
fp_94,0.0,fp
fp_1065,0.0,fp
