feature_name,importance,feature_type
fp_1452,0.05614426555924056,fp
fp_1572,0.05174303805153585,fp
fp_1060,0.050778632156324284,fp
fp_1968,0.04795852679062582,fp
fp_926,0.04080314490451256,fp
fp_1928,0.033568054867534405,fp
fp_932,0.03082068097028869,fp
fp_407,0.024143843837555433,fp
fp_1162,0.023866292902172598,fp
fp_699,0.02355165931210794,fp
fp_1028,0.02279709745783806,fp
fp_1765,0.018956145464135512,fp
NumHAcceptors,0.01684153945052857,descriptor
fp_1661,0.016739723966528716,fp
fp_1480,0.016215609653673867,fp
fp_1754,0.016208846070702953,fp
fp_1152,0.015015849522024201,fp
fp_1840,0.014984604013316472,fp
fp_1357,0.013563142874371176,fp
NumAliphaticRings,0.012849989186396626,descriptor
fp_1457,0.011766480810787138,fp
fp_935,0.01143300861815627,fp
fp_1575,0.011146576467115355,fp
fp_389,0.010806347685319828,fp
fp_1199,0.010450764322676562,fp
fp_314,0.010081665122236384,fp
fp_1066,0.01003008950826767,fp
fp_378,0.00992913805617495,fp
fp_1573,0.00943383302765041,fp
NumValenceElectrons,0.00913625797877685,descriptor
fp_680,0.008760541068137399,fp
fp_352,0.008426212885350639,fp
fp_283,0.008237041368584604,fp
SlogP_VSA1,0.00795588285569606,descriptor
LabuteASA,0.007452417334644659,descriptor
fp_1708,0.007451923341744026,fp
fp_446,0.007206931764830616,fp
fp_1019,0.007006141755819001,fp
fp_1171,0.006537878553293116,fp
VSA_EState2,0.006412845834802211,descriptor
fp_1265,0.006131161236366337,fp
fp_350,0.006041159327491507,fp
fp_992,0.006038872495541611,fp
FractionCSP3,0.00586266558366263,descriptor
RingCount,0.005844545517304095,descriptor
fp_160,0.005605518221047146,fp
fp_1054,0.005519905701408436,fp
fp_1325,0.005380781468204084,fp
TPSA,0.005328332182163225,descriptor
fp_1,0.005216831401603112,fp
fp_1722,0.005029905823741781,fp
HeavyAtomCount,0.005004217069428481,descriptor
fp_80,0.004956916008627239,fp
fp_674,0.004907448196243529,fp
fp_1540,0.004660118817299021,fp
SMR_VSA2,0.004633412776688282,descriptor
fp_1771,0.004592783712645112,fp
fp_784,0.0045151596527664515,fp
fp_1168,0.0045120023592185475,fp
fp_650,0.004468751104772553,fp
SlogP_VSA2,0.0043587153922130095,descriptor
fp_561,0.004319109222878018,fp
fp_1905,0.004110635431184046,fp
fp_1917,0.0039606769063191775,fp
NumAromaticRings,0.0038329211562537747,descriptor
fp_1145,0.0038176792362399326,fp
fp_1791,0.0038027934200661664,fp
fp_984,0.0037976712110532247,fp
fp_1039,0.0037292039923119123,fp
fp_1832,0.003478926835457221,fp
fp_807,0.003462559634192555,fp
fp_1866,0.003430473790388054,fp
fp_739,0.003426445135146841,fp
fp_1160,0.003379008295034103,fp
