fold,model,split,accuracy,precision,recall,f1,mcc,roc_auc,pr_auc,ef1,ef5
4,RFC,val,0.948051948051948,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.8952380952380953,0.9891156462585035,0.9921710564567708,1.8333333333333335,1.8333333333333335
4,RFC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333
4,SVC,val,0.922077922077922,0.8913043478260869,0.9761904761904762,0.9318181818181818,0.8460921360929307,0.9897959183673469,0.993734335839599,1.8333333333333335,1.8333333333333335
4,SVC,train,0.961340206185567,0.9630872483221476,0.9862542955326461,0.9745331069609507,0.8954548695026084,0.9937648350869734,0.9979854226293426,1.3333333333333333,1.3333333333333333
4,XGBC,val,0.8831168831168831,0.8367346938775511,0.9761904761904762,0.9010989010989011,0.7738592344053544,0.9755102040816327,0.9784935672038222,1.8333333333333335,1.8333333333333335
4,XGBC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333
4,ETC,val,0.922077922077922,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.8432740427115678,0.983673469387755,0.9888879838340756,1.8333333333333335,1.8333333333333335
4,ETC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333
4,MLP,val,0.8701298701298701,0.8076923076923077,1.0,0.8936170212765957,0.7595545253127499,0.9877551020408163,0.9915339762278537,1.8333333333333335,1.8333333333333335
4,MLP,train,0.9948453608247423,0.9931740614334471,1.0,0.9965753424657534,0.9862536416834101,1.0,1.0,1.3333333333333333,1.3333333333333333
5,LR,val,0.8571428571428571,0.9142857142857143,0.8205128205128205,0.8648648648648649,0.7189966356788134,0.9462365591397849,0.9610247508543297,1.7948717948717947,1.7948717948717947
5,LR,train,0.9822784810126582,0.9897610921501706,0.9863945578231292,0.9880749574105622,0.9536135450814583,0.998686603354213,0.9995591818172636,1.3435374149659864,1.3435374149659864
5,RFC,val,0.9142857142857143,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.826302729528536,0.9859387923904053,0.9897756147756147,1.7948717948717947,1.7948717948717947
5,RFC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3435374149659864,1.3435374149659864
5,SVC,val,0.8857142857142857,0.8974358974358975,0.8974358974358975,0.8974358974358975,0.7684036393713813,0.9627791563275434,0.9736683342498637,1.7948717948717947,1.7948717948717947
5,SVC,train,0.979746835443038,0.9863945578231292,0.9863945578231292,0.9863945578231292,0.9467905974270896,0.9987876338654273,0.9995876612099882,1.3435374149659864,1.3435374149659864
5,XGBC,val,0.8857142857142857,0.8974358974358975,0.8974358974358975,0.8974358974358975,0.7684036393713813,0.9536807278742763,0.9658993711396148,1.7948717948717947,1.7948717948717947
5,XGBC,train,0.9949367088607595,1.0,0.9931972789115646,0.9965870307167235,0.9868697456377054,0.9999663231629287,0.9999884699642569,1.3435374149659864,1.3435374149659864
5,ETC,val,0.9,0.9210526315789473,0.8974358974358975,0.9090909090909091,0.7983538415916444,0.9826302729528535,0.9868368473631632,1.7948717948717947,1.7948717948717947
5,ETC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3435374149659864,1.3435374149659864
5,MLP,val,0.9142857142857143,0.9459459459459459,0.8974358974358975,0.9210526315789473,0.828816690403822,0.9793217535153019,0.9826526339800491,1.7948717948717947,1.7948717948717947
5,MLP,train,0.9949367088607595,1.0,0.9931972789115646,0.9965870307167235,0.9868697456377054,1.0,1.0,1.3435374149659864,1.3435374149659864
