fold,model,split,accuracy,precision,recall,f1,mcc,roc_auc,pr_auc,ef1,ef5
1,LR,val,0.9310344827586207,0.8947368421052632,1.0,0.9444444444444444,0.8634894527947168,0.9852941176470589,0.9903478419231471,1.7058823529411766,1.7058823529411766
1,LR,train,0.9977064220183486,0.9968454258675079,1.0,0.9984202211690363,0.9942526744504867,1.0,1.0,1.379746835443038,1.379746835443038
1,RFC,val,0.896551724137931,0.85,1.0,0.918918918918919,0.7984359711335656,0.9656862745098039,0.9764301179708209,1.7058823529411766,1.7058823529411766
1,RFC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.379746835443038,1.379746835443038
1,SVC,val,0.8620689655172413,0.8095238095238095,1.0,0.8947368421052632,0.734630886692453,0.9901960784313726,0.9938080495356038,1.7058823529411766,1.7058823529411766
1,SVC,train,0.9908256880733946,0.9905660377358491,0.9968354430379747,0.9936908517350158,0.9769499938872626,0.9993143459915611,0.9997332070679827,1.379746835443038,1.379746835443038
1,XGBC,val,0.9310344827586207,0.8947368421052632,1.0,0.9444444444444444,0.8634894527947168,0.9852941176470589,0.990347841923147,1.7058823529411766,1.7058823529411766
1,XGBC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.379746835443038,1.379746835443038
1,ETC,val,0.9310344827586207,0.8947368421052632,1.0,0.9444444444444444,0.8634894527947168,0.9509803921568628,0.9541288897872398,1.7058823529411766,1.7058823529411766
1,ETC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.379746835443038,1.379746835443038
1,MLP,val,0.9310344827586207,0.8947368421052632,1.0,0.9444444444444444,0.8634894527947168,0.9901960784313726,0.9938080495356039,1.7058823529411766,1.7058823529411766
1,MLP,train,0.9977064220183486,0.9968454258675079,1.0,0.9984202211690363,0.9942526744504867,0.9999736286919831,0.9999900171704668,1.379746835443038,1.379746835443038
2,LR,val,0.9400921658986175,0.9894736842105263,0.9447236180904522,0.9665809768637532,0.6965757160811588,0.9824120603015076,0.9983724750643492,1.0904522613065326,1.0904522613065326
2,LR,train,0.9717741935483871,0.9774436090225563,0.9701492537313433,0.9737827715355806,0.9432470501194967,0.9981015972767739,0.9984447720281467,1.8507462686567164,1.8507462686567164
2,RFC,val,0.9400921658986175,0.9946808510638298,0.9396984924623115,0.9664082687338501,0.716650402351081,0.9868788386376326,0.998815748451314,1.0904522613065326,1.0904522613065326
2,RFC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8507462686567164,1.8507462686567164
2,SVC,val,0.9585253456221198,0.9947916666666666,0.9597989949748744,0.9769820971867008,0.7811375919504586,0.9902289223897264,0.9991269277080617,1.0904522613065326,1.0904522613065326
2,SVC,train,0.9959677419354839,0.9925925925925926,1.0,0.9962825278810409,0.9919100967456631,0.9998036135113904,0.9998329187241265,1.8507462686567164,1.8507462686567164
2,XGBC,val,0.9354838709677419,0.9946524064171123,0.9346733668341709,0.9637305699481865,0.7024710634313366,0.9877163595756562,0.9988899951134544,1.0904522613065326,1.0904522613065326
2,XGBC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8507462686567164,1.8507462686567164
2,ETC,val,0.9400921658986175,1.0,0.9346733668341709,0.9662337662337662,0.7366909581630522,0.9920435510887773,0.9992764144369952,1.0904522613065326,1.0904522613065326
2,ETC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8507462686567164,1.8507462686567164
2,MLP,val,0.9447004608294931,0.9947089947089947,0.9447236180904522,0.9690721649484536,0.731537726330058,0.9888330541596874,0.99898110332351,1.0904522613065326,1.0904522613065326
2,MLP,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8507462686567164,1.8507462686567164
3,LR,val,0.75,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.50709255283711,0.8865740740740741,0.9092696938968575,2.0,2.0
3,LR,train,0.9949109414758269,0.9966329966329966,0.9966329966329966,0.9966329966329966,0.98621632996633,0.9999649270482603,0.9999887013309832,1.323232323232323,1.323232323232323
3,RFC,val,0.8333333333333334,0.8529411764705882,0.8055555555555556,0.8285714285714286,0.6676978608895887,0.9108796296296297,0.9267329912882041,2.0,2.0
3,RFC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.323232323232323,1.323232323232323
3,SVC,val,0.8472222222222222,0.8787878787878788,0.8055555555555556,0.8405797101449275,0.6968683416725757,0.9212962962962963,0.9375132834267723,2.0,2.0
3,SVC,train,0.9923664122137404,0.9966216216216216,0.9932659932659933,0.9949409780775716,0.9794202137571397,0.9999298540965208,0.9999773646193097,1.323232323232323,1.323232323232323
3,XGBC,val,0.7361111111111112,0.6888888888888889,0.8611111111111112,0.7654320987654321,0.4877090139668599,0.8665123456790124,0.8875623058209626,2.0,2.0
3,XGBC,train,0.9949109414758269,1.0,0.9932659932659933,0.9966216216216216,0.9864052203377395,1.0,1.0,1.323232323232323,1.323232323232323
3,ETC,val,0.8194444444444444,0.8484848484848485,0.7777777777777778,0.8115942028985508,0.6411188743387696,0.8838734567901234,0.9085269819995743,2.0,2.0
3,ETC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.323232323232323,1.323232323232323
3,MLP,val,0.8472222222222222,0.8571428571428571,0.8333333333333334,0.8450704225352113,0.6947125179709105,0.9212962962962964,0.9404767658487896,2.0,2.0
3,MLP,train,0.9974554707379135,0.9966442953020134,1.0,0.9983193277310924,0.9931075389365531,1.0,1.0,1.323232323232323,1.323232323232323
4,LR,val,0.8181818181818182,0.75,1.0,0.8571428571428571,0.6708203932499369,0.9877551020408163,0.9906922575041258,1.8333333333333335,1.8333333333333335
4,LR,train,0.9768041237113402,0.9795918367346939,0.9896907216494846,0.9846153846153847,0.9377035167721792,0.9984412087717434,0.9994877482012541,1.3333333333333333,1.3333333333333333
