fold,model,split,accuracy,precision,recall,f1,mcc,roc_auc,pr_auc,ef1,ef5
2,MLP,train,0.9949622166246851,1.0,0.9933774834437086,0.9966777408637874,0.9863546387967145,0.9999651446497037,0.9999890717548576,1.3145695364238412,1.3145695364238412
3,LR,val,0.9393939393939394,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8636363636363636,0.9793388429752067,0.9536042240587695,3.0,3.0
3,LR,train,0.9722222222222222,0.9813664596273292,0.9813664596273292,0.9813664596273292,0.9268210050818746,0.9970355731225297,0.9990035555611316,1.3416149068322982,1.3416149068322982
3,RFC,val,0.9393939393939394,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8636363636363636,0.9958677685950412,0.9924242424242424,3.0,3.0
3,RFC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3416149068322982,1.3416149068322982
3,SVC,val,0.9696969696969697,1.0,0.9090909090909091,0.9523809523809523,0.9325048082403138,0.9958677685950413,0.9924242424242424,3.0,3.0
3,SVC,train,0.9907407407407407,0.9937888198757764,0.9937888198757764,0.9937888198757764,0.9756070016939582,0.9993788819875776,0.9997877870372771,1.3416149068322982,1.3416149068322982
3,XGBC,val,0.9696969696969697,1.0,0.9090909090909091,0.9523809523809523,0.9325048082403138,1.0,0.9999999999999999,3.0,3.0
3,XGBC,train,0.9976851851851852,1.0,0.9968944099378882,0.9984447900466563,0.993938317612178,0.9999858836815358,0.9999903851700863,1.3416149068322982,1.3416149068322982
3,ETC,val,0.9696969696969697,1.0,0.9090909090909091,0.9523809523809523,0.9325048082403138,0.9958677685950412,0.9924242424242424,3.0,3.0
3,ETC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3416149068322982,1.3416149068322982
3,MLP,val,0.9393939393939394,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8636363636363636,0.987603305785124,0.9750688705234158,3.0,3.0
3,MLP,train,0.9907407407407407,0.996875,0.9906832298136646,0.9937694704049844,0.9758238536091266,0.9995200451722192,0.9998369474669053,1.3416149068322982,1.3416149068322982
4,LR,val,0.8737864077669902,0.896551724137931,0.9512195121951219,0.9230769230769231,0.5813080247031556,0.9425087108013938,0.9856457042663596,1.2560975609756098,1.2560975609756098
4,LR,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4422310756972112,1.4422310756972112
4,RFC,val,0.912621359223301,0.9397590361445783,0.9512195121951219,0.9454545454545454,0.7263195754345549,0.9645760743321719,0.990893594594678,1.2560975609756098,1.2560975609756098
4,RFC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4422310756972112,1.4422310756972112
4,SVC,val,0.8932038834951457,0.898876404494382,0.975609756097561,0.935672514619883,0.6430952592451423,0.9279907084785133,0.9780900865116051,1.2560975609756098,1.2560975609756098
4,SVC,train,0.9834254143646409,0.9880478087649402,0.9880478087649402,0.9880478087649402,0.9610207817379132,0.9995692904059438,0.9998123156457506,1.4422310756972112,1.4422310756972112
4,XGBC,val,0.8737864077669902,0.896551724137931,0.9512195121951219,0.9230769230769231,0.5813080247031556,0.9628339140534263,0.9908068628655341,1.2560975609756098,1.2560975609756098
4,XGBC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4422310756972112,1.4422310756972112
4,ETC,val,0.9029126213592233,0.9285714285714286,0.9512195121951219,0.9397590361445783,0.6912761932870338,0.9477351916376306,0.9861618008593884,1.2560975609756098,1.2560975609756098
4,ETC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4422310756972112,1.4422310756972112
4,MLP,val,0.8737864077669902,0.896551724137931,0.9512195121951219,0.9230769230769231,0.5813080247031556,0.9538327526132404,0.9883882124223007,1.2560975609756098,1.2560975609756098
4,MLP,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4422310756972112,1.4422310756972112
5,LR,val,0.8831168831168831,0.905940594059406,0.9581151832460733,0.9312977099236641,0.5517250240021289,0.930759162303665,0.9852967529036448,1.2094240837696335,1.2094240837696335
5,LR,train,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.647887323943662,1.647887323943662
5,RFC,val,0.9523809523809523,0.9838709677419355,0.9581151832460733,0.9708222811671088,0.8437257464179986,0.9756544502617801,0.9954543395911392,1.2094240837696335,1.2094240837696335
5,RFC,train,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.647887323943662,1.647887323943662
5,SVC,val,0.9523809523809523,0.9838709677419355,0.9581151832460733,0.9708222811671088,0.8437257464179986,0.9544502617801047,0.988825497364306,1.2094240837696335,1.2094240837696335
5,SVC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.647887323943662,1.647887323943662
5,XGBC,val,0.9523809523809523,0.9838709677419355,0.9581151832460733,0.9708222811671088,0.8437257464179986,0.9744764397905759,0.9952534224576935,1.2094240837696335,1.2094240837696335
5,XGBC,train,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.647887323943662,1.647887323943662
5,ETC,val,0.9567099567099567,0.9891891891891892,0.9581151832460733,0.973404255319149,0.8604444470495651,0.9801047120418848,0.9962171471338054,1.2094240837696335,1.2094240837696335
5,ETC,train,0.9700854700854701,0.9787234042553191,0.971830985915493,0.9752650176678446,0.9374658285149698,0.9978567054500919,0.9986468605050455,1.647887323943662,1.647887323943662
5,MLP,val,0.935064935064935,0.9631578947368421,0.9581151832460733,0.9606299212598425,0.7755389149792192,0.9753926701570682,0.9953477073658377,1.2094240837696335,1.2094240837696335
5,MLP,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.647887323943662,1.647887323943662
